"Código
Concelho";"Designação
Concelho";Código;Freguesias antes da Reorganização;Alteração;DiCoFre;Freguesias - Reorganização de 2013
1703;CHAVES;170307;Cela;Junção;170355;União das freguesias das Eiras, São Julião de Montenegro e Cela
1703;CHAVES;170311;Eiras;Junção;170355;União das freguesias das Eiras, São Julião de Montenegro e Cela
1703;CHAVES;170332;São Julião de Montenegro;Junção;170355;União das freguesias das Eiras, São Julião de Montenegro e Cela
1703;CHAVES;170306;Calvão;Junção;170356;União das freguesias de Calvão e Soutelinho da Raia
1703;CHAVES;170337;Soutelinho da Raia;Junção;170356;União das freguesias de Calvão e Soutelinho da Raia
1703;CHAVES;170315;Loivos;Junção;170357;União das freguesias de Loivos e Póvoa de Agrações
1703;CHAVES;170323;Póvoa de Agrações;Junção;170357;União das freguesias de Loivos e Póvoa de Agrações
1703;CHAVES;170328;Sanjurge;Junção;170358;União das freguesias de Santa Cruz/Trindade e Sanjurge
1703;CHAVES;170352;Santa Cruz/Trindade;Junção;170358;União das freguesias de Santa Cruz/Trindade e Sanjurge
1703;CHAVES;170335;Seara Velha;Junção;170359;União das freguesias de Soutelo e Seara Velha
1703;CHAVES;170338;Soutelo;Junção;170359;União das freguesias de Soutelo e Seara Velha
1703;CHAVES;170325;Roriz;Junção;170360;União das freguesias de Travancas e Roriz
1703;CHAVES;170339;Travancas;Junção;170360;União das freguesias de Travancas e Roriz
1703;CHAVES;170303;Arcossó;Junção;170361;Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)
1703;CHAVES;170336;Selhariz;Junção;170361;Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)
1703;CHAVES;170342;Vidago;Junção;170361;Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)
1703;CHAVES;170346;Vilarinho das Paranheiras;Junção;170361;Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)
1704;MESAO FRIO;170401;Barqueiros;;170401;Barqueiros
1704;MESAO FRIO;170402;Cidadelhe;;170402;Cidadelhe
1704;MESAO FRIO;170403;Oliveira;;170403;Oliveira
1704;MESAO FRIO;170407;Vila Marim;;170407;Vila Marim
1704;MESAO FRIO;170404;Mesão Frio (Santa Cristina);Junção;170408;Mesão Frio (Santo André)
1704;MESAO FRIO;170405;Mesão Frio (São Nicolau);Junção;170408;Mesão Frio (Santo André)
1704;MESAO FRIO;170406;Vila Jusã;Junção;170408;Mesão Frio (Santo André)
1705;MONDIM DE BASTO;170501;Atei;;170501;Atei
1705;MONDIM DE BASTO;170502;Bilhó;;170502;Bilhó
1705;MONDIM DE BASTO;170505;Mondim de Basto;;170505;Mondim de Basto
1705;MONDIM DE BASTO;170508;Vilar de Ferreiros;;170508;Vilar de Ferreiros
1705;MONDIM DE BASTO;170503;Campanhó;Junção;170509;União das freguesias de Campanhó e Paradança
1705;MONDIM DE BASTO;170506;Paradança;Junção;170509;União das freguesias de Campanhó e Paradança
1705;MONDIM DE BASTO;170504;Ermelo ;Junção;170510;União das freguesias de Ermelo e Pardelhas
1705;MONDIM DE BASTO;170507;Pardelhas;Junção;170510;União das freguesias de Ermelo e Pardelhas
1706;MONTALEGRE;170601;Cabril;;170601;Cabril
1706;MONTALEGRE;170603;Cervos;;170603;Cervos
1706;MONTALEGRE;170604;Chã;;170604;Chã
1706;MONTALEGRE;170607;Covelo do Gerês;;170607;Covelo do Gerês
1706;MONTALEGRE;170609;Ferral;;170609;Ferral
1706;MONTALEGRE;170612;Gralhas;;170612;Gralhas
1706;MONTALEGRE;170616;Morgade;;170616;Morgade
1706;MONTALEGRE;170618;Negrões;;170618;Negrões
1706;MONTALEGRE;170619;Outeiro;;170619;Outeiro
1706;MONTALEGRE;170623;Pitões das Junias;;170623;Pitões das Junias
1706;MONTALEGRE;170625;Reigoso;;170625;Reigoso
1706;MONTALEGRE;170626;Salto;;170626;Salto
1706;MONTALEGRE;170627;Santo André;;170627;Santo André
1706;MONTALEGRE;170629;Sarraquinhos;;170629;Sarraquinhos
1706;MONTALEGRE;170631;Solveira;;170631;Solveira
1706;MONTALEGRE;170632;Tourém;;170632;Tourém
1706;MONTALEGRE;170635;Vila da Ponte;;170635;Vila da Ponte
1706;MONTALEGRE;170602;Cambeses do Rio;Junção;170636;União das freguesias de Cambeses do Rio, Donões e Mourilhe
1706;MONTALEGRE;170608;Donões;Junção;170636;União das freguesias de Cambeses do Rio, Donões e Mourilhe
1706;MONTALEGRE;170617;Mourilhe;Junção;170636;União das freguesias de Cambeses do Rio, Donões e Mourilhe
1706;MONTALEGRE;170613;Meixedo;Junção;170637;União das freguesias de Meixedo e Padornelos
1706;MONTALEGRE;170620;Padornelos;Junção;170637;União das freguesias de Meixedo e Padornelos
1706;MONTALEGRE;170615;Montalegre;Junção;170638;União das freguesias de Montalegre e Padroso
1706;MONTALEGRE;170621;Padroso;Junção;170638;União das freguesias de Montalegre e Padroso
1706;MONTALEGRE;170605;Contim;Junção;170639;União das freguesias de Paradela, Contim e Fiães
1706;MONTALEGRE;170611;Fiães do Rio;Junção;170639;União das freguesias de Paradela, Contim e Fiães
1706;MONTALEGRE;170622;Paradela;Junção;170639;União das freguesias de Paradela, Contim e Fiães
1706;MONTALEGRE;170606;Covelães;Junção;170640;União das freguesias de Sezelhe e Covelães
1706;MONTALEGRE;170630;Sezelhe;Junção;170640;União das freguesias de Sezelhe e Covelães
1706;MONTALEGRE;170624;Pondras;Junção;170641;União das freguesias de Venda Nova e Pondras
1706;MONTALEGRE;170633;Venda Nova;Junção;170641;União das freguesias de Venda Nova e Pondras
1706;MONTALEGRE;170610;Fervidelas;Junção;170642;União das freguesias de Viade de Baixo e Fervidelas
1706;MONTALEGRE;170634;Viade de Baixo;Junção;170642;União das freguesias de Viade de Baixo e Fervidelas
1706;MONTALEGRE;170614;Meixide;Junção;170643;União das freguesias de Vilar de Perdizes e Meixide
1706;MONTALEGRE;170628;Vilar de Perdizes (São Miguel);Junção;170643;União das freguesias de Vilar de Perdizes e Meixide
1707;MURCA;170701;Candedo;;170701;Candedo
1707;MURCA;170703;Fiolhoso;;170703;Fiolhoso
1707;MURCA;170704;Jou;;170704;Jou
1707;MURCA;170705;Murça;;170705;Murça
1707;MURCA;170708;Valongo de Milhais;;170708;Valongo de Milhais
1707;MURCA;170702;Carva;Junção;170710;União das freguesias de Carva e Vilares
1707;MURCA;170709;Vilares;Junção;170710;União das freguesias de Carva e Vilares
1707;MURCA;170706;Noura;Junção;170711;União das freguesias de Noura e Palheiros
1707;MURCA;170707;Palheiros;Junção;170711;União das freguesias de Noura e Palheiros
1708;REGUA;170802;Fontelas;;170802;Fontelas
1708;REGUA;170805;Loureiro;;170805;Loureiro
1708;REGUA;170809;Sedielos;;170809;Sedielos
1708;REGUA;170810;Vilarinho dos Freires;;170810;Vilarinho dos Freires
1708;REGUA;170801;Covelinhas;Junção;170813;União das freguesias de Galafura e Covelinhas
1708;REGUA;170803;Galafura;Junção;170813;União das freguesias de Galafura e Covelinhas
1708;REGUA;170806;Moura Morta;Junção;170814;União das freguesias de Moura Morta e Vinhós
1708;REGUA;170811;Vinhós;Junção;170814;União das freguesias de Moura Morta e Vinhós
1708;REGUA;170804;Godim;Junção;170815;União das freguesias de Peso da Régua e Godim
1708;REGUA;170807;Peso da Régua;Junção;170815;União das freguesias de Peso da Régua e Godim
1708;REGUA;170808;Poiares;Junção;170816;União das freguesias de Poiares e Canelas
1708;REGUA;170812;Canelas;Junção;170816;União das freguesias de Poiares e Canelas
1709;RIBEIRA DE PENA;170901;Alvadia;;170901;Alvadia
1709;RIBEIRA DE PENA;170902;Canedo;;170902;Canedo
1709;RIBEIRA DE PENA;170906;Santa Marinha;;170906;Santa Marinha
1709;RIBEIRA DE PENA;170903;Cerva;Junção;170908;União das freguesias de Cerva e Limões
1709;RIBEIRA DE PENA;170904;Limões;Junção;170908;União das freguesias de Cerva e Limões
1709;RIBEIRA DE PENA;170905;Ribeira de Pena (Salvador);Junção;170909;União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega
1709;RIBEIRA DE PENA;170907;Santo Aleixo de Além-Tâmega;Junção;170909;União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega
1710;SABROSA;171001;Celeirós;;171001;Celeirós
1710;SABROSA;171002;Covas do Douro;;171002;Covas do Douro
1710;SABROSA;171004;Gouvinhas;;171004;Gouvinhas
1710;SABROSA;171005;Parada de Pinhão;;171005;Parada de Pinhão
1710;SABROSA;171007;Paços;;171007;Paços
1710;SABROSA;171009;Sabrosa;;171009;Sabrosa
1710;SABROSA;171011;São Lourenço de Ribapinhão;;171011;São Lourenço de Ribapinhão
1710;SABROSA;171013;Souto Maior;;171013;Souto Maior
1710;SABROSA;171014;Torre do Pinhão;;171014;Torre do Pinhão
1710;SABROSA;171015;Vilarinho de São Romão;;171015;Vilarinho de São Romão
1710;SABROSA;171003;Gouvães do Douro;Junção;171016;União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro
1710;SABROSA;171008;Provesende;Junção;171016;União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro
1710;SABROSA;171010;São Cristovão do Douro;Junção;171016;União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro
1710;SABROSA;171006;Paradela de Guiães;Junção;171017;União das freguesias de São Martinho de Antas e Paradela de Guiães
1710;SABROSA;171012;São Martinho de Antas;Junção;171017;União das freguesias de São Martinho de Antas e Paradela de Guiães
1711;STA MARTA DE PENAGUIAO;171101;Alvações do Corgo;;171101;Alvações do Corgo
1711;STA MARTA DE PENAGUIAO;171102;Cumieira;;171102;Cumieira
1711;STA MARTA DE PENAGUIAO;171103;Fontes;;171103;Fontes
1711;STA MARTA DE PENAGUIAO;171106;Medrões;;171106;Medrões
1711;STA MARTA DE PENAGUIAO;171110;Sever;;171110;Sever
1711;STA MARTA DE PENAGUIAO;171107;Sanhoane;Junção;171111;União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane
1711;STA MARTA DE PENAGUIAO;171108;Lobrigos (São João Baptista);Junção;171111;União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane
1711;STA MARTA DE PENAGUIAO;171109;Lobrigos (São Miguel);Junção;171111;União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane
1711;STA MARTA DE PENAGUIAO;171104;Fornelos;Junção;171112;União das freguesias de Louredo e Fornelos
1711;STA MARTA DE PENAGUIAO;171105;Louredo;Junção;171112;União das freguesias de Louredo e Fornelos
1712;VALPACOS;171201;Água Revés e Crasto;;171201;Água Revés e Crasto
1712;VALPACOS;171203;Algeriz;;171203;Algeriz
1712;VALPACOS;171205;Bouçoães;;171205;Bouçoães
1712;VALPACOS;171206;Canaveses;;171206;Canaveses
1712;VALPACOS;171209;Ervões;;171209;Ervões
1712;VALPACOS;171211;Fornos do Pinhal;;171211;Fornos do Pinhal
1712;VALPACOS;171212;Friões;;171212;Friões
1712;VALPACOS;171215;Padrela e Tazem;;171215;Padrela e Tazem
1712;VALPACOS;171216;Possacos;;171216;Possacos
1712;VALPACOS;171217;Rio Torto;;171217;Rio Torto
1712;VALPACOS;171219;Santa Maria de Emeres;;171219;Santa Maria de Emeres
1712;VALPACOS;171220;Santa Valha;;171220;Santa Valha
1712;VALPACOS;171221;Santiago da Ribeira de Alhariz;;171221;Santiago da Ribeira de Alhariz
1712;VALPACOS;171222;São João da Corveira;;171222;São João da Corveira
1712;VALPACOS;171223;São Pedro de Veiga de Lila;;171223;São Pedro de Veiga de Lila
1712;VALPACOS;171224;Serapicos;;171224;Serapicos
1712;VALPACOS;171227;Vales;;171227;Vales
1712;VALPACOS;171229;Vassal;;171229;Vassal
1712;VALPACOS;171230;Veiga de Lila;;171230;Veiga de Lila
1712;VALPACOS;171231;Vilarandelo;;171231;Vilarandelo
1712;VALPACOS;171207;Carrazedo de Montenegro;Junção;171232;Carrazedo de Montenegro e Curros
1712;VALPACOS;171208;Curros;Junção;171232;Carrazedo de Montenegro e Curros
1712;VALPACOS;171210;Fiães;Junção;171233;Lebução, Fiães e Nozelos
1712;VALPACOS;171213;Lebução;Junção;171233;Lebução, Fiães e Nozelos
1712;VALPACOS;171214;Nozelos;Junção;171233;Lebução, Fiães e Nozelos
1712;VALPACOS;171204;Barreiros;Junção;171234;Sonim e Barreiros
1712;VALPACOS;171225;Sonim;Junção;171234;Sonim e Barreiros
1712;VALPACOS;171202;Alvarelhos;Junção;171235;Tinhela e Alvarelhos
1712;VALPACOS;171226;Tinhela;Junção;171235;Tinhela e Alvarelhos
1712;VALPACOS;171218;Sanfins;Junção;171236;Valpaços e Sanfins
1712;VALPACOS;171228;Valpaços;Junção;171236;Valpaços e Sanfins
1713;VILA POUCA DE AGUIAR;171302;Alfarela de Jales;;171302;Alfarela de Jales
1713;VILA POUCA DE AGUIAR;171303;Bornes de Aguiar;;171303;Bornes de Aguiar
1713;VILA POUCA DE AGUIAR;171304;Bragado;;171304;Bragado
1713;VILA POUCA DE AGUIAR;171305;Capeludos;;171305;Capeludos
1713;VILA POUCA DE AGUIAR;171310;Soutelo de Aguiar;;171310;Soutelo de Aguiar
1713;VILA POUCA DE AGUIAR;171311;Telões;;171311;Telões
1713;VILA POUCA DE AGUIAR;171312;Tresminas;;171312;Tresminas
1713;VILA POUCA DE AGUIAR;171313;Valoura;;171313;Valoura
1713;VILA POUCA DE AGUIAR;171314;Vila Pouca de Aguiar;;171314;Vila Pouca de Aguiar
1713;VILA POUCA DE AGUIAR;171315;Vreia de Bornes;;171315;Vreia de Bornes
1713;VILA POUCA DE AGUIAR;171316;Vreia de Jales;;171316;Vreia de Jales
1713;VILA POUCA DE AGUIAR;171317;Sabroso de Aguiar;;171317;Sabroso de Aguiar
1713;VILA POUCA DE AGUIAR;171301;Afonsim;Junção;171319;Alvão
1713;VILA POUCA DE AGUIAR;171306;Gouvães da Serra;Junção;171319;Alvão
1713;VILA POUCA DE AGUIAR;171309;Santa Marta da Montanha;Junção;171319;Alvão
1713;VILA POUCA DE AGUIAR;171318;Lixa do Alvão;Junção;171319;Alvão
1713;VILA POUCA DE AGUIAR;171307;Parada de Monteiros;Junção;171320;União das freguesias de Pensalvos e Parada de Monteiros
1713;VILA POUCA DE AGUIAR;171308;Pensalvos;Junção;171320;União das freguesias de Pensalvos e Parada de Monteiros
1714;VILA REAL;171401;Abaças;;171401;Abaças
1714;VILA REAL;171403;Andrães;;171403;Andrães
1714;VILA REAL;171404;Arroios;;171404;Arroios
1714;VILA REAL;171406;Campeã;;171406;Campeã
1714;VILA REAL;171409;Folhadela;;171409;Folhadela
1714;VILA REAL;171410;Guiães;;171410;Guiães
1714;VILA REAL;171414;Lordelo;;171414;Lordelo
1714;VILA REAL;171415;Mateus;;171415;Mateus
1714;VILA REAL;171416;Mondrões;;171416;Mondrões
1714;VILA REAL;171420;Parada de Cunhos;;171420;Parada de Cunhos
1714;VILA REAL;171426;Torgueda;;171426;Torgueda
1714;VILA REAL;171429;Vila Marim;;171429;Vila Marim
1714;VILA REAL;171402;Adoufe;Junção;171431;União das freguesias de Adoufe e Vilarinho de Samardã
1714;VILA REAL;171430;Vilarinho de Samardã;Junção;171431;União das freguesias de Adoufe e Vilarinho de Samardã
1714;VILA REAL;171405;Borbela;Junção;171432;União das freguesias de Borbela e Lamas de Olo
1714;VILA REAL;171413;Lamas de Olo;Junção;171432;União das freguesias de Borbela e Lamas de Olo
1714;VILA REAL;171407;Constantim;Junção;171433;União das freguesias de Constantim e Vale de Nogueiras
1714;VILA REAL;171427;Vale de Nogueiras;Junção;171433;União das freguesias de Constantim e Vale de Nogueiras
1714;VILA REAL;171412;Lamares;Junção;171434;União das freguesias de Mouçós e Lamares
1714;VILA REAL;171417;Mouçós;Junção;171434;União das freguesias de Mouçós e Lamares
1714;VILA REAL;171408;Ermida;Junção;171435;União das freguesias de Nogueira e Ermida
1714;VILA REAL;171418;Nogueira;Junção;171435;União das freguesias de Nogueira e Ermida
1714;VILA REAL;171421;Pena;Junção;171436;União das freguesias de Pena, Quintã e Vila Cova
1714;VILA REAL;171422;Quinta;Junção;171436;União das freguesias de Pena, Quintã e Vila Cova
1714;VILA REAL;171428;Vila Cova;Junção;171436;União das freguesias de Pena, Quintã e Vila Cova
1714;VILA REAL;171411;Justes;Junção;171437;União das freguesias de São Tomé do Castelo e Justes
1714;VILA REAL;171425;São Tomé do Castelo;Junção;171437;União das freguesias de São Tomé do Castelo e Justes
1714;VILA REAL;171419;Vila Real (Nossa Senhora da Conceição);Junção;171438;União das freguesias de Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis)
1714;VILA REAL;171423;Vila Real (São Dinis);Junção;171438;União das freguesias de Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis)
1714;VILA REAL;171424;Vila Real (São Pedro);Junção;171438;União das freguesias de Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis)
1801;ARMAMAR;180101;Aldeias;;180101;Aldeias
1801;ARMAMAR;180104;Cimbres;;180104;Cimbres
1801;ARMAMAR;180106;Folgosa;;180106;Folgosa
1801;ARMAMAR;180107;Fontelo;;180107;Fontelo
1801;ARMAMAR;180109;Queimada;;180109;Queimada
1801;ARMAMAR;180110;Queimadela;;180110;Queimadela
1801;ARMAMAR;180111;Santa Cruz;;180111;Santa Cruz
1801;ARMAMAR;180114;São Cosmado;;180114;São Cosmado
1801;ARMAMAR;180115;São Martinho das Chãs;;180115;São Martinho das Chãs
1801;ARMAMAR;180118;Vacalar;;180118;Vacalar
1801;ARMAMAR;180103;Armamar;Junção;180120;Armamar
1801;ARMAMAR;180105;Coura;Junção;180120;Armamar
1801;ARMAMAR;180117;Tões;Junção;180120;Armamar
1801;ARMAMAR;180102;Aricera;Junção;180121;União das freguesias de Aricera e Goujoim
1801;ARMAMAR;180108;Goujoim;Junção;180121;União das freguesias de Aricera e Goujoim
1801;ARMAMAR;180112;Santiago;Junção;180122;União das freguesias de São Romão e Santiago
1801;ARMAMAR;180116;São Romão;Junção;180122;União das freguesias de São Romão e Santiago
1801;ARMAMAR;180113;Santo Adrião;Junção;180123;União das freguesias de Vila Seca e Santo Adrião
1801;ARMAMAR;180119;Vila Seca;Junção;180123;União das freguesias de Vila Seca e Santo Adrião
1802;CARREGAL DO SAL;180201;Beijós;;180201;Beijós
1802;CARREGAL DO SAL;180202;Cabanas de Viriato;;180202;Cabanas de Viriato
1802;CARREGAL DO SAL;180204;Oliveira do Conde;;180204;Oliveira do Conde
1802;CARREGAL DO SAL;180206;Parada;;180206;Parada
1802;CARREGAL DO SAL;180203;Currelos;Junção;180208;União das freguesias de Currelos, Papízios e Sobral
1802;CARREGAL DO SAL;180205;Papízios;Junção;180208;União das freguesias de Currelos, Papízios e Sobral
1802;CARREGAL DO SAL;180207;Sobral;Junção;180208;União das freguesias de Currelos, Papízios e Sobral
1803;CASTRO DAIRE;180301;Almofala;;180301;Almofala
1803;CASTRO DAIRE;180303;Cabril;;180303;Cabril
1803;CASTRO DAIRE;180304;Castro Daire;;180304;Castro Daire
1803;CASTRO DAIRE;180305;Cujó;;180305;Cujó
1803;CASTRO DAIRE;180309;Gosende;;180309;Gosende
1803;CASTRO DAIRE;180312;Mões;;180312;Mões
1803;CASTRO DAIRE;180313;Moledo;;180313;Moledo
1803;CASTRO DAIRE;180314;Monteiras;;180314;Monteiras
1803;CASTRO DAIRE;180317;Pepim;;180317;Pepim
1803;CASTRO DAIRE;180319;Pinheiro;;180319;Pinheiro
1803;CASTRO DAIRE;180322;São Joaninho;;180322;São Joaninho
1803;CASTRO DAIRE;180302;Alva;Junção;180323;União das freguesias de Mamouros, Alva e Ribolhos
1803;CASTRO DAIRE;180310;Mamouros;Junção;180323;União das freguesias de Mamouros, Alva e Ribolhos
1803;CASTRO DAIRE;180321;Ribolhos;Junção;180323;União das freguesias de Mamouros, Alva e Ribolhos
1803;CASTRO DAIRE;180311;Mezio;Junção;180324;União das freguesias de Mezio e Moura Morta
1803;CASTRO DAIRE;180315;Moura Morta;Junção;180324;União das freguesias de Mezio e Moura Morta
1803;CASTRO DAIRE;180307;Ester;Junção;180325;União das freguesias de Parada de Ester e Ester
1803;CASTRO DAIRE;180316;Parada de Ester;Junção;180325;União das freguesias de Parada de Ester e Ester
1803;CASTRO DAIRE;180306;Ermida;Junção;180326;União das freguesias de Picão e Ermida
1803;CASTRO DAIRE;180318;Picão;Junção;180326;União das freguesias de Picão e Ermida
1803;CASTRO DAIRE;180308;Gafanhão;Junção;180327;União das freguesias de Reriz e Gafanhão
1803;CASTRO DAIRE;180320;Reriz;Junção;180327;União das freguesias de Reriz e Gafanhão
1804;CINFAES;180403;Cinfães;;180403;Cinfães
1804;CINFAES;180404;Espadanedo;;180404;Espadanedo
1804;CINFAES;180405;Ferreiros de Tendais;;180405;Ferreiros de Tendais
1804;CINFAES;180406;Fornelos;;180406;Fornelos
1804;CINFAES;180408;Moimenta;;180408;Moimenta
1804;CINFAES;180409;Nespereira;;180409;Nespereira
1804;CINFAES;180410;Oliveira do Douro;;180410;Oliveira do Douro
1804;CINFAES;180412;Santiago de Piães;;180412;Santiago de Piães
1804;CINFAES;180413;São Cristóvão de Nogueira;;180413;São Cristóvão de Nogueira
1804;CINFAES;180414;Souselo;;180414;Souselo
1804;CINFAES;180415;Tarouquela;;180415;Tarouquela
1804;CINFAES;180416;Tendais;;180416;Tendais
1804;CINFAES;180417;Travanca;;180417;Travanca
1804;CINFAES;180401;Alhões;Junção;180418;União das freguesias de Alhões, Bustelo, Gralheira e Ramires
1804;CINFAES;180402;Bustelo;Junção;180418;União das freguesias de Alhões, Bustelo, Gralheira e Ramires
1804;CINFAES;180407;Gralheira;Junção;180418;União das freguesias de Alhões, Bustelo, Gralheira e Ramires
1804;CINFAES;180411;Ramires;Junção;180418;União das freguesias de Alhões, Bustelo, Gralheira e Ramires
1805;LAMEGO;180502;Avões;;180502;Avões
1805;LAMEGO;180504;Britiande;;180504;Britiande
1805;LAMEGO;180505;Cambres;;180505;Cambres
1805;LAMEGO;180507;Ferreirim;;180507;Ferreirim
1805;LAMEGO;180508;Ferreiros de Avões;;180508;Ferreiros de Avões
1805;LAMEGO;180509;Figueira;;180509;Figueira
1805;LAMEGO;180510;Lalim;;180510;Lalim
1805;LAMEGO;180511;Lazarim;;180511;Lazarim
1805;LAMEGO;180516;Penajóia;;180516;Penajóia
1805;LAMEGO;180517;Penude;;180517;Penude
1805;LAMEGO;180519;Samodães;;180519;Samodães
1805;LAMEGO;180520;Sande;;180520;Sande
1805;LAMEGO;180523;Várzea de Abrunhais;;180523;Várzea de Abrunhais
1805;LAMEGO;180524;Vila Nova de Souto d'El-Rei;;180524;Vila Nova de Souto d'El-Rei
1805;LAMEGO;180501;Lamego (Almacave);Junção;180525;Lamego (Almacave e Sé)
1805;LAMEGO;180521;Lamego (Sé);Junção;180525;Lamego (Almacave e Sé)
1805;LAMEGO;180503;Bigorne;Junção;180526;União das freguesias de Bigorne, Magueija e Pretarouca
1805;LAMEGO;180512;Magueija;Junção;180526;União das freguesias de Bigorne, Magueija e Pretarouca
1805;LAMEGO;180518;Pretarouca;Junção;180526;União das freguesias de Bigorne, Magueija e Pretarouca
1805;LAMEGO;180506;Cepões;Junção;180527;União das freguesias de Cepões, Meijinhos e Melcões
1805;LAMEGO;180513;Meijinhos;Junção;180527;União das freguesias de Cepões, Meijinhos e Melcões
1805;LAMEGO;180514;Melcões;Junção;180527;União das freguesias de Cepões, Meijinhos e Melcões
1805;LAMEGO;180515;Parada do Bispo;Junção;180528;União das freguesias de Parada do Bispo e Valdigem
1805;LAMEGO;180522;Valdigem;Junção;180528;União das freguesias de Parada do Bispo e Valdigem
1806;MANGUALDE;180601;Abrunhosa-a-Velha;;180601;Abrunhosa-a-Velha
1806;MANGUALDE;180602;Alcafache;;180602;Alcafache
1806;MANGUALDE;180605;Cunha Baixa;;180605;Cunha Baixa
1806;MANGUALDE;180606;Espinho;;180606;Espinho
1806;MANGUALDE;180607;Fornos de Maceira Dão;;180607;Fornos de Maceira Dão
1806;MANGUALDE;180608;Freixiosa;;180608;Freixiosa
1806;MANGUALDE;180614;Quintela de Azurara;;180614;Quintela de Azurara
1806;MANGUALDE;180616;São João da Fresta;;180616;São João da Fresta
1806;MANGUALDE;180604;Cunha Alta;Junção;180619;União das freguesias de Mangualde, Mesquitela e Cunha Alta
1806;MANGUALDE;180610;Mangualde;Junção;180619;União das freguesias de Mangualde, Mesquitela e Cunha Alta
1806;MANGUALDE;180611;Mesquitela;Junção;180619;União das freguesias de Mangualde, Mesquitela e Cunha Alta
1806;MANGUALDE;180609;Lobelhe do Mato;Junção;180620;União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato
1806;MANGUALDE;180612;Moimenta de Maceira Dão;Junção;180620;União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato
1806;MANGUALDE;180613;Póvoa de Cervães;Junção;180621;União das freguesias de Santiago de Cassurrães e Póvoa de Cervães
1806;MANGUALDE;180615;Santiago de Cassurrães;Junção;180621;União das freguesias de Santiago de Cassurrães e Póvoa de Cervães
1806;MANGUALDE;180603;Chãs de Tavares;Junção;180622;União das freguesias de Tavares (Chãs, Várzea e Travanca)
1806;MANGUALDE;180617;Travanca de Tavares;Junção;180622;União das freguesias de Tavares (Chãs, Várzea e Travanca)
1806;MANGUALDE;180618;Várzea de Tavares;Junção;180622;União das freguesias de Tavares (Chãs, Várzea e Travanca)
1807;MOIMENTA DA BEIRA;180702;Alvite;;180702;Alvite
1807;MOIMENTA DA BEIRA;180703;Arcozelos;;180703;Arcozelos
1807;MOIMENTA DA BEIRA;180705;Baldos;;180705;Baldos
1807;MOIMENTA DA BEIRA;180706;Cabaços;;180706;Cabaços
1807;MOIMENTA DA BEIRA;180707;Caria;;180707;Caria
1807;MOIMENTA DA BEIRA;180708;Castelo;;180708;Castelo
1807;MOIMENTA DA BEIRA;180709;Leomil;;180709;Leomil
1807;MOIMENTA DA BEIRA;180710;Moimenta da Beira;;180710;Moimenta da Beira
1807;MOIMENTA DA BEIRA;180713;Passô;;180713;Passô
1807;MOIMENTA DA BEIRA;180716;Rua;;180716;Rua
1807;MOIMENTA DA BEIRA;180717;Sarzedo;;180717;Sarzedo
1807;MOIMENTA DA BEIRA;180719;Sever;;180719;Sever
1807;MOIMENTA DA BEIRA;180720;Vilar;;180720;Vilar
1807;MOIMENTA DA BEIRA;180711;Nagosa;Junção;180721;União das freguesias de Paradinha e Nagosa
1807;MOIMENTA DA BEIRA;180712;Paradinha;Junção;180721;União das freguesias de Paradinha e Nagosa
1807;MOIMENTA DA BEIRA;180701;Aldeia de Nacomba;Junção;180722;União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz
1807;MOIMENTA DA BEIRA;180704;Ariz;Junção;180722;União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz
1807;MOIMENTA DA BEIRA;180714;Pêra Velha;Junção;180722;União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz
1807;MOIMENTA DA BEIRA;180715;Peva;Junção;180723;União das freguesias de Peva e Segões
1807;MOIMENTA DA BEIRA;180718;Segões;Junção;180723;União das freguesias de Peva e Segões
1808;MORTAGUA;180802;Cercosa;;180802;Cercosa
1808;MORTAGUA;180804;Espinho;;180804;Espinho
1808;MORTAGUA;180805;Marmeleira;;180805;Marmeleira
1808;MORTAGUA;180807;Pala;;180807;Pala
1808;MORTAGUA;180808;Sobral;;180808;Sobral
1808;MORTAGUA;180809;Trezói;;180809;Trezói
1808;MORTAGUA;180801;Almaça;Junção;180811;União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça
